col1,col2,col3,col4,col5,col6,col7,col8,col9,class
-0.8382228622448272,-1.5641945704765283,0.2808205387379732,0.13109816311279143,0.4509080431970704,1.7727492413655508,0.11277215407761493,-1.6939175890760576,-1.3724828909953104,5
-0.7920875719535131,-1.5987545141463317,0.3831603852168264,0.08300639381242772,0.6562707469455467,1.7418109992555308,-0.12949942669813164,-1.7654610901509964,-1.538602824545941,5
-0.026241753117699395,-0.3661165232566742,-0.1626521293370574,0.7562911640175196,0.861633450694023,1.6822262366732699,0.16543988902886417,-0.10207469015866898,-0.37576328969152656,2
0.12139117581450566,-0.4755563448777186,-0.6061247974120879,0.9486582412189745,0.861633450694023,1.7337899735233033,0.028503778155616128,-0.15573231596487308,1.119316112264149,2
-0.8935852105944041,-1.5699545610881622,0.34904710305720865,0.08300639381242772,0.5878165123627213,1.7114456875549555,-0.4402390629105022,-1.7648648943087053,-1.538602824545941,5
-0.0908311595255391,-1.6621144108743047,0.007914281461031292,0.5639240868160648,0.7931792161111976,1.6306624998232366,0.3339766408728618,-1.9580323472110401,-0.8741230903434185,2
-0.8935852105944041,-1.506594664360189,-0.060312282858204176,0.17918993241315512,-0.028271598882707652,1.7595718419483202,0.17597343601911403,-1.6205855004742453,-0.7080031567927878,5
-0.8566769783613528,-1.512354654971823,0.14436741009950224,0.17918993241315512,0.31399957403141954,1.7435297904838654,-0.013630409805383274,-1.6563572510117148,-1.2063629574446797,5
-0.8935852105944041,-1.4432347676322161,-0.23087869365629285,0.22728170171351883,-0.30208853721400936,1.7526966770349823,0.017970231165366276,-1.600911037678637,-0.37576328969152656,5
-0.7644063977787247,-1.4720347206903857,-0.5378982330928525,0.46774054821533734,-0.43899700637966027,1.7446756513027548,0.05483764563124075,-1.6187969129473718,-0.20964335614089594,5
0.5458358464945952,-1.4720347206903857,0.7242932068130037,-0.0131771447882997,1.20390462360815,1.7400922080271963,-0.2980361785421292,-1.5597735245605473,-1.2063629574446797,5
0.08448294358145439,0.10620270689730668,-0.12853884717743966,0.7562911640175196,0.9985419198596739,0.4962602891225012,0.7079175590267315,1.133839290910899,-0.0435234225902653,2
-0.07237704340901348,-0.7232359411779768,-1.62952326220062,1.4295759342226115,-0.09672583346553308,1.6650383243899254,-0.45603938339587696,-0.08120783567847849,1.7837958464666717,2
0.6657876012520118,-1.4893146925252874,1.0313127462495633,-0.2536359912901182,1.477721561939452,1.7337899735233033,-0.45603938339587696,-1.5383104742380658,-0.7080031567927878,5
0.1398452919310313,-2.099873697358482,0.3831603852168264,0.27537347101388254,0.9985419198596739,1.3837294933525208,-0.8931815834912458,-1.596141470940308,-1.2063629574446797,5
-0.8382228622448272,-2.1459536222515534,-0.09442556501782191,0.27537347101388254,-0.028271598882707652,1.3699791635258454,-1.0248509208693688,-1.5496381952415976,-0.7080031567927878,5
1.0810052138738384,-1.4835547019136535,0.7242932068130037,-0.10936068338902712,0.9300876852768484,1.6679029764371496,-0.6140425882496248,-1.6360865923738155,-1.7047227580965716,5
-0.6444546430213081,-2.0192338287956075,-0.23087869365629285,0.46774054821533734,0.10863687028294322,1.3877400062186347,-0.7983796605789971,-1.6432409424813093,-0.7080031567927878,5
-1.3088028232162308,-2.0941137067468483,0.553726796014915,-0.20554422198975453,0.4509080431970704,1.367687441888066,-0.7457119256277478,-1.5860061416213582,-1.2063629574446797,5
-0.9581746170022438,-2.099873697358482,0.14436741009950224,0.08300639381242772,0.17709110486576865,1.3579476249275042,-0.7983796605789971,-1.5561963495068003,-1.0402430238940492,5
